label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
3	1048 m/(s^2)	0.4841 N	motor sports	Computer Engineering, Electrical Engineering, Natural Language Processing	930	429	266	687 m^2	0.5309 m/s	0.8327	n/a	573	0.1932	880	dog
0	376 m/(s^2)	0.9514 N	boxing	Bioengineering	433	1101	911	152 m^2	0.656 m/s	0.7993	0.9413	346	0.1279	3	rat
1	311 m/(s^2)	0.1542 N	baseball	Bioinformatics	158	293	129	1000 m^2	0.4483 m/s	0.8498	0.435	763	0.7346	200	ferret
6	71 m/(s^2)	0.7137 N	golf	Data Science	660	247	508	879 m^2	0.0553 m/s	-0.0311	0.2136	576	0.9321	806	guinea pig
2	645 m/(s^2)	0.2713 N	soccer	Games and Playable Media, Human Computer Interaction	491	579	864	270 m^2	0.2034 m/s	0.1983	0.5626	341	0.2925	791	reptile
0	109 m/(s^2)	0.8274 N	boxing	Statistics	169	1020	1240	106 m^2	0.8296 m/s	0.6206	0.9073	132	0.1841	66	rabbit
0	212 m/(s^2)	0.7707 N	boxing	Computational Media	509	1031	733	-89 m^2	0.9651 m/s	0.5502	0.727	223	0.1583	134	rabbit
1	621 m/(s^2)	0.3256 N	volleyball	Computer Game Design	87	141	505	973 m^2	0.472 m/s	0.6482	0.8898	783	0.4754	262	rat
2	623 m/(s^2)	0.2059 N	soccer	Human Computer Interaction	387	613	1046	?	-0.2018 m/s	0.3292	0.6636		0.2729		reptile
5	-101 m/(s^2)	0.494 N	running	Computational Media, Computer Science	64	284	659	686 m^2	0.7512 m/s	0.3911	0.1055	1240	0.529	281	guinea pig
3	857 m/(s^2)	0.1103 N	basketball	Electrical Engineering, Computer Engineering	799	408	-166	699 m^2	0.8324 m/s	0.7865	1.0771	962	0.2375	915	chicken
5	121 m/(s^2)	0.3728 N	running	Computer Science	133	-11	390	600 m^2	0.7551 m/s	0.4897	-0.1796	872	0.6332	?	ferret
2	760 m/(s^2)	-0.0052 N	soccer	Biotechnology, Human Computer Interaction	706	659	1264	347 m^2	0.146 m/s	0.2335	0.3422	273	0.0192	849	reptile
3	850 m/(s^2)	0.2011 N	TRACK & FIELD	dATA sCIENCE	752	301	108	786 m^2	0.576 m/s	1.0306	0.9035	1002	0.4108	952	dog
3	1150 m/(s^2)	0.4399 N	track & field	Natural Language Processing, Applied Mathematics, Electrical Engineering	972	339	78	425 m^2	0.8029 m/s	0.9089	1.0299	971	0.3266	741	chicken
2	657 m/(s^2)	0.0696 N	badminton	Biotechnology, Games and Playable Media	336	881	1169	294 m^2	0.0243 m/s	0.4883	0.6366	672	-0.1054	750	reptile
5	1 m/(s^2)	0.4107 N	football	Statistics	77	222	265	748 m^2	0.6414 m/s	0.509	0.1154	885	0.5409	351	ferret
5	114 m/(s^2)	0.5796 N	football	Computational Media, Robotics Engineering	148	74	529	500 m^2	0.7946 m/s	0.556	-0.06	955	0.6484	473	ferret
4	856 m/(s^2)	0.9288 N	ice hockey	Technology and Information Management	872	662	534	423 m^2	0.5126 m/s	0.2444	0.4996	8	0.964	744	hamster
2	898 m/(s^2)	-0.0722 N	soccer	Natural Language Processing	472	631	860	217 m^2	0.1147 m/s	0.3346	0.6981	723	-0.211	724	reptile
2	784 m/(s^2)	0.1283 N	soccer	Games and Playable Media	686	727	711	192 m^2	0.2117 m/s	0.3036	0.725	430	0.0899	914	cat
6	145 m/(s^2)	0.4757 N	golf	Data Science	622	481	583	867 m^2	0.292 m/s	-0.1811	0.2434	494	1.1432	714	guinea pig
4	904 m/(s^2)	0.8305 N	None	Technology and Information Management	919	596	754	565 m^2	0.5058 m/s	0.2835	0.3599	146	0.3984	381	hamster
2	628 m/(s^2)	0.001 N	soccer	Biotechnology, Games and Playable Media	532	485	960	204 m^2	0.0327 m/s	0.1149	0.5496	759	-0.0921	1156	reptile
3	990 m/(s^2)	0.4445 N	tennis	Electrical Engineering	893	628	97	585 m^2	0.512 m/s	0.7587	0.8808	709	0.1285	918	dog
2	771 m/(s^2)	-0.2312 N	soccer	Biotechnology	496	445	1013	203 m^2	0.0172 m/s	0.3346	0.6244	750	0.2447	993	cat
1	566 m/(s^2)	0.2719 N	badminton	Bioinformatics	-133	111	583	989 m^2	0.4538 m/s	0.753	0.7984	851	0.7862	347	rat
2	809 m/(s^2)	0.0106 N	soccer	Data Science	646	754	1151	144 m^2	0.1901 m/s	0.1826	0.5576	570	-0.0634	1049	reptile
4	783 m/(s^2)	0.8649 N	ice hockey	Technology and Information Management	1118	668	668	429 m^2	0.3642 m/s	0.271	-0.0504	127	0.6861	199	hamster
0	274 m/(s^2)	0.6364 N	badminton	Data Science	494	843	621	-173 m^2	0.6201 m/s	0.9269	0.7379	-28	0.2213	8	rabbit
3	906 m/(s^2)	0.4028 N	motor sports	Applied Mathematics	726	485	87	717 m^2	0.5205 m/s	0.5465	0.941	754	0.3132	927	hamster
6	316 m/(s^2)	0.6412 N	soccer	Data Science	790	179	471	980 m^2	-0.0595 m/s	0.0298	0.737	341	0.9089	624	guinea pig
1	464 m/(s^2)	0.3219 N	golf	cOMPUTER gAME dESIGN	61	201	446	830 m^2	0.4545 m/s	0.4897	0.5891	?	0.8991	312	bird
6	218 m/(s^2)	0.7141 N	golf	Data Science	622	317	189	906 m^2	N/A	-0.0221	0.4356	222	1.0462	785	guinea pig
2	696 m/(s^2)	0.0592 N	soccer	Biotechnology	542	760	1205	162 m^2	0.0001 m/s	0.2519	0.4935	636	0.2961	961	reptile
3	845 m/(s^2)	0.3759 N	track & field	Electrical Engineering, Applied Mathematics, Natural Language Processing	771	593	68	569 m^2	0.5922 m/s	0.6989	None	896	0.3487	832	chicken
4	758 m/(s^2)	1.02 N	running	Technology and Information Management	1082	740	628	338 m^2	0.7915 m/s	0.113	0.09	-118	0.8601	527	hamster
3	1076 m/(s^2)	0.5071 N	RUNNING	Natural Language Processing, Applied Mathematics	756	624	135	453 m^2	0.6265 m/s	0.8202	0.939	745	0.499	747	chicken
6	127 m/(s^2)	0.8206 N	golf	Data Science	None	311	425	826 m^2	0.4786 m/s	-0.057	0.1317	256	0.763	675	guinea pig
6	119 m/(s^2)	0.6565 N	golf	Data Science	765	419	437	651 m^2	0.0991 m/s	-0.0556	0.5114	438	0.9729	793	guinea pig
2	829 m/(s^2)	-0.0816 N	boxing	Games and Playable Media	484	759	1054	161 m^2	0.0106 m/s	0.3918	0.6015	621	0.018	1029	reptile
2	884 m/(s^2)	0.0518 N	basketball	Biotechnology, Human Computer Interaction	526	613	1176	90 m^2	0.202 m/s	0.4069	0.6091	585	-0.0868	854	reptile
0	182 m/(s^2)	0.8034 N	boxing	Statistics	396	968	932	132 m^2	0.7259 m/s	0.984	0.9003	132	0.2735	96	rabbit
5	-11 m/(s^2)	0.7311 N	football	Computer Science, Robotics Engineering	192	241	338	594 m^2	0.8095 m/s	0.5927	0.0716	905	0.4206	348	ferret
2	621 m/(s^2)	-0.2236 N	soccer	Applied Mathematics, Electrical Engineering, Computer Engineering	625	556	888	245 m^2	0.1559 m/s	0.2465	0.2959	333	0.0491	701	reptile
0	272 m/(s^2)	0.8267 N	football	Bioengineering	198	1161	625	125 m^2	0.8379 m/s	0.9089	0.8202	216	0.1859	274	rabbit
3	845 m/(s^2)	0.3365 N	tennis	Electrical Engineering, Applied Mathematics	822	644	348	756 m^2	0.698 m/s	1.0202	1.122	778	0.0747	760	dog
0	231 m/(s^2)	0.7598 N	boxing	Statistics	311	963	769	70 m^2	0.9128 m/s	0.8834	0.5314	288	0.406	-58	rabbit
2	747 m/(s^2)	0.0194 N	soccer	Human Computer Interaction, Games and Playable Media	551	459	1144	307 m^2	0.124 m/s	0.2917	0.5849	397	-0.1474	953	cat
3	1024 m/(s^2)	0.372 N	motor sports	Natural Language Processing, Computer Engineering	805	561	125	693 m^2	0.6452 m/s	0.8101	0.8476	964	0.5385	890	dog
3	959 m/(s^2)	0.3721 N	MOTOR SPORTS	Natural Language Processing	977	266	-76	446 m^2	0.601 m/s	1.0027	0.9693	743	0.377	835	chicken
1	613 m/(s^2)	0.4288 N	volleyball	Bioinformatics	72	154	117	899 m^2	0.2691 m/s	0.3646	0.5438	694	0.5396	143	rat
5	-51 m/(s^2)	0.5458 N	SOCCER	Robotics Engineering, Computer Science	278	167	343	658 m^2	0.565 m/s	0.321	0.1908	1256	0.2257	324	pig
1	457 m/(s^2)	0.1139 N	volleyball	Bioinformatics	-7	290	153	1223 m^2	0.3192 m/s	0.6714	0.6102	641	0.9802	183	rat
3	1066 m/(s^2)	0.4885 N	track & field	Natural Language Processing, Applied Mathematics, Electrical Engineering	741	354	33	630 m^2	0.6384 m/s	?	0.9133	794	0.421	964	chicken
3	1076 m/(s^2)	0.1881 N	ice hockey	Electrical Engineering	840	645	233	665 m^2	0.6776 m/s	0.9164	0.841	778	0.2493	962	dog
5	14 m/(s^2)	0.6075 N	running	Computer Science	308	101	288	580 m^2	0.8361 m/s	0.3869	0.1982	1298	0.4761	305	pig
5	-122 m/(s^2)	0.56 N	football	Robotics Engineering, Computational Media	18	110	380	623 m^2	0.816 m/s	0.539	?	819	0.3347	355	ferret
1	400 m/(s^2)	0.2768 N	baseball	Bioinformatics	144	135	328	965 m^2	0.3154 m/s	0.9116	0.5752	413	0.5206	157	rat
5	-117 m/(s^2)	0.2919 N	running	Computational Media, Robotics Engineering	229	-33	392	629 m^2	0.6956 m/s	0.4982	-0.1141	930	0.4334	333	ferret
2	892 m/(s^2)	0.1403 N	soccer	Human Computer Interaction, Games and Playable Media	454	635	795	83 m^2	-0.026 m/s	0.2089	0.3831	535	-0.0056	810	reptile
5	6 m/(s^2)	0.5079 N	football	Computer Science	262	59	180	781 m^2	0.6559 m/s	0.3083	-0.0712	994	0.5073	71	pig
4	1024 m/(s^2)	0.8535 N	soccer	Natural Language Processing	883	619	567	435 m^2	0.4641 m/s	0.3576	0.1135	165	0.8461	None	hamster
1	384 m/(s^2)	0.1077 N	badminton	Bioinformatics	116	325	234	1010 m^2	0.3889 m/s	0.5809	0.546	747	0.7508	283	bird
4	807 m/(s^2)	0.9765 N	ICE HOCKEY	Technology and Information Management	1094	726	752	452 m^2	0.4367 m/s	0.016	0.0427	-78	0.687	412	hamster
1	411 m/(s^2)	0.1725 N	badminton	Computer Game Design	74	168	248	972 m^2	0.1617 m/s	0.2233	0.7181	295	0.8282	437	rat
2	647 m/(s^2)	-0.0283 N	soccer	Human Computer Interaction, Games and Playable Media	538	653	955	270 m^2	0.0637 m/s	0.3206	0.4524	551	-0.1277	1082	reptile
1	224 m/(s^2)	0.1572 N	football	Bioinformatics	16	399	-5	1029 m^2	0.3098 m/s	0.7141	0.6689	709	0.7022	244	fish
2	806 m/(s^2)	0.0701 N	soccer	Biotechnology	492	633	970	283 m^2	0.1346 m/s	0.3147	0.381	None	-0.007	677	cat
2	493 m/(s^2)	0.2123 N	soccer	Human Computer Interaction	624	713	1039	202 m^2	0.0231 m/s	0.1859	0.4771	680	-0.0144	847	cat
0	307 m/(s^2)	0.7921 N	baseball	Games and Playable Media, Human Computer Interaction	357	748	866	171 m^2	0.9554 m/s	0.7318	0.9844	109	0.2075	95	rabbit
1	453 m/(s^2)	0.1544 N	baseball	Bioinformatics	110	155	569	704 m^2	0.3106 m/s	0.7791	0.62	553	0.7305	378	fish
6	304 m/(s^2)	0.7417 N	golf	Data Science	693	645	290	689 m^2	0.3844 m/s	0.206	0.3876	394	0.8208	456	guinea pig
4	651 m/(s^2)	0.9267 N	ice hockey	Technology and Information Management	817	752	716	372 m^2	0.5695 m/s	0.3838	0.265	7	0.7712	512	hamster
0	395 m/(s^2)	0.6328 N	boxing	Bioinformatics	299	946	670	NULL	0.6788 m/s	0.9064	0.9468	133	0.0856	90	rabbit
1	502 m/(s^2)	-0.0214 N	volleyball	Computer Game Design	19	80	281	956 m^2	0.3497 m/s	0.7205	0.7375	729	0.7376	388	bird
3	1050 m/(s^2)	0.2882 N	basketball	Computer Engineering, Applied Mathematics	795	420	152	711 m^2	0.561 m/s	1.1204	0.9	858	0.4187	853	dog
5	-98 m/(s^2)	0.6074 N	running	Computer Science	271	195	388	541 m^2	0.7358 m/s	0.4303	0.1705	938	0.6456	271	pig
0	259 m/(s^2)	0.7073 N	boxing	statistics	386	1080	699	-43 m^2	None	0.579	0.8799	131	0.1941	134	rabbit
5	189 m/(s^2)	0.6035 N	football	Games and Playable Media	112	314	204	540 m^2	0.8758 m/s	0.2512	-0.1383	1052	0.6095	188	pig
0	317 m/(s^2)	0.6099 N	BOXING	Statistics	235	990	880	108 m^2	0.8676 m/s	0.6258	0.9357	4	0.5538	-33	rabbit
4	825 m/(s^2)	1.0769 N	ice hockey	Technology and Information Management	741	774	393	347 m^2	0.4607 m/s	0.2429	0.1981	35	0.533	468	hamster
1	503 m/(s^2)	0.2784 N	Volleyball	Bioinformatics	56	9	318	1013 m^2	0.3777 m/s	0.9054	0.7705	634	0.7714	450	rat
6	315 m/(s^2)	0.6814 N	basketball	Data Science	560	516	403	813 m^2	0.2078 m/s	0.0266	0.1026	560	1.1043	724	guinea pig
0	435 m/(s^2)	0.8441 N	boxing	Bioengineering	298	1011	788	-14 m^2	0.7466 m/s	0.759	0.7239	338	0.3166	63	rabbit
4	814 m/(s^2)	0.9166 N	ice hockey	Technology and Information Management	929	905	684	292 m^2	0.403 m/s	0.4045	-0.0365	15	0.823	n/a	hamster
5	69 m/(s^2)	0.4656 N	running	Computational Media	73	399	214	649 m^2	0.7093 m/s	0.487	-0.0514	1109	0.4847	352	pig
0	317 m/(s^2)	0.8041 N	soccer	Computer Science, Computational Media	494	899	1019	115 m^2	0.757 m/s	0.726	0.7023	133	0.2805	58	rabbit
0	145 m/(s^2)	0.5577 N	football	Robotics Engineering, Computational Media	415	1068	811	19 m^2	1.027 m/s	0.5458	0.5903	144	0.3596	302	rabbit
5	9 m/(s^2)	0.627 N	football	Computer Science, Robotics Engineering	328	38	335	699 m^2	0.8108 m/s	0.3508	0.116	1048	0.4043	165	ferret
1	535 m/(s^2)	0.2687 N	baseball	Computer Game Design	-58	70	346	1029 m^2	0.3689 m/s	0.5266	0.5366	560	0.6763	213	rat
4	620 m/(s^2)	0.8364 N	ice hockey	Technology and Information Management	849	552	446	341 m^2	0.5036 m/s	0.5031	0.1737	35	0.9318	479	hamster
1	482 m/(s^2)	0.0998 N	baseball	Computer Game Design	46	101	86	837 m^2	0.2108 m/s	0.5629	0.8317	792	0.3863	49	fish
6	323 m/(s^2)	?	golf	Data Science	746	359	555	566 m^2	0.273 m/s	-0.0336	0.2135	570	1.0728	891	guinea pig
5	0 m/(s^2)	0.5488 N	football	dATA sCIENCE	324	-120	261	651 m^2	0.6159 m/s	0.5608	-0.0812	1104	0.5499	317	FERRET
3	1106 m/(s^2)	0.2896 N	track & field	Natural Language Processing, Computer Engineering, Applied Mathematics	867	716	1	589 m^2	0.5761 m/s	1.0223	0.7076	743	0.2624	882	dog
6	272 m/(s^2)	0.6442 N	golf	Computer Science, Computational Media	508	506	483	771 m^2	0.1189 m/s	-0.0083	0.1235	227	0.8754	792	guinea pig
1	411 m/(s^2)	0.1298 N	badminton	Computer Game Design	-15	325	-12	1164 m^2	0.2269 m/s	0.4107	0.7571	654	0.7773	-21	rat
6	189 m/(s^2)	0.5421 N	golf	Data Science	n/a	364	402	850 m^2	0.1526 m/s	-0.1005	0.1387	344	1.188	761	guinea pig
4	663 m/(s^2)	0.847 N	ice hockey	Technology and Information Management	800	718	581	298 m^2	0.7095 m/s	0.1031	0.1117	-141	0.6575	524	hamster
0	539 m/(s^2)	0.8117 N	boxing	Technology and Information Management	327	986	820	-182 m^2	0.8419 m/s	0.7298	0.7427	144	0.2999	-17	reptile
1	697 m/(s^2)	0.18 N	badminton	Computer Game Design	67	245	530	805 m^2	0.1906 m/s	0.5396	0.769	678	0.4601	222	fish
0	222 m/(s^2)	0.5224 N	boxing	Bioengineering	341	946	936	-68 m^2	0.7996 m/s	0.5992	0.6285	245	0.1583	-213	rabbit
5	115 m/(s^2)	0.4302 N	soccer	Robotics Engineering, Computational Media	180	-66	308	614 m^2	?	0.5922	0.1328	922	0.5624	278	pig
3	939 m/(s^2)	0.0606 N	motor sports	Electrical Engineering, Computer Engineering	864	668	23	531 m^2	0.771 m/s	1.0382	0.9385	665	0.082	619	chicken
6	169 m/(s^2)	0.7868 N	golf	Data Science	715	334	420	868 m^2	0.1779 m/s	-0.1408	0.5508	174	0.9364	348	cat
1	360 m/(s^2)	0.2536 N	baseball	Computer Game Design	41	108	299	?	0.3051 m/s	0.7222	0.674	578	0.8821	230	rat
5	-9 m/(s^2)	0.2499 N	ice hockey	Computational Media	211	199	189	700 m^2	0.6823 m/s	0.6122	-0.1402	983	0.5859	n/a	pig
3	1114 m/(s^2)	0.5126 N	Track & Field	Computer Engineering	657	768	81	582 m^2	0.5744 m/s	0.7205	1.0585	1011	0.3982	868	dog
3	1124 m/(s^2)	0.3997 N	motor sports	Computer Engineering, Electrical Engineering	952	557	201	738 m^2	0.7826 m/s	0.6698	0.9676	900	0.4042	876	chicken
3	1058 m/(s^2)	0.3438 N	basketball	Applied Mathematics, Electrical Engineering	635	706	-24	673 m^2	0.5263 m/s	0.8839	1.151	636	0.3843	904	chicken
2	869 m/(s^2)	-0.1633 N	soccer	human computer interaction	585	788	950	222 m^2	0.0834 m/s	0.3264	0.4706	666	0.0767	930	cat
1	612 m/(s^2)	0.1076 N	baseball	Computational Media	156	190	65	947 m^2	0.5151 m/s	0.7753	0.6583	757	0.7723	377	fish
6	351 m/(s^2)	0.6847 N	basketball	Data Science	622	351	727	773 m^2	0.0702 m/s	-0.0025	0.1892	460	1.0804	788	guinea pig
5	-87 m/(s^2)	0.3199 N	RUNNING	Computer Science	24	50	253	665 m^2	0.8046 m/s	0.3525	-0.161	802	0.4654	365	pig
5	10 m/(s^2)	0.4463 N	football	Statistics	-4	-107	479	399 m^2	0.6906 m/s	0.4545	0.1259	1081	0.2727	309	pig
0	447 m/(s^2)	0.541 N	boxing	Statistics	338	1004	667	64 m^2	0.7614 m/s	0.9253	0.6505	275	0.2899	64	rabbit
1	573 m/(s^2)	0.4543 N	boxing	Computer Game Design	59	142	312	994 m^2	0.3491 m/s	0.5543	0.7443	487	0.8157	339	fish
3	936 m/(s^2)	0.4381 N	football	Natural Language Processing	848	549	238	556 m^2	0.58 m/s	0.7879	0.993	726	0.266	885	N/A
4	598 m/(s^2)	0.8971 N	ICE HOCKEY	Technology and Information Management	849	706	716	210 m^2	0.5816 m/s	0.3897	0.1947	206	0.6613	478	hamster
3	954 m/(s^2)	0.42 N	motor sports	Electrical Engineering	856	462	189	631 m^2	0.5032 m/s	0.7504	0.9398	1023	0.2429	801	chicken
5	59 m/(s^2)	0.5049 N	running	Computer Science	-35	63	N/A	740 m^2	0.7183 m/s	0.4184	-0.0544	817	0.1925	457	ferret
0	302 m/(s^2)	0.7831 N	soccer	Bioengineering	319	911	847	239 m^2	0.8846 m/s	0.6746	0.8639	36	0.0831	-90	rabbit
5	188 m/(s^2)	0.5298 N	RUNNING	rOBOTICS eNGINEERING, cOMPUTATIONAL mEDIA	74	123	288	449 m^2	0.87 m/s	0.355	0.167	1010	0.4375	307	ferret
0	283 m/(s^2)	0.8585 N	track & field	Bioengineering	439	990	900	32 m^2	0.8478 m/s	1.1027	0.9594	36	0.4694	-2	rabbit
1	371 m/(s^2)	0.231 N	baseball	Bioinformatics	210	184	108	892 m^2	0.345 m/s	0.6722	0.6252	571	0.6705	479	rat
4	686 m/(s^2)	0.94 N	ice hockey	Computer Game Design	1061	687	885	301 m^2	0.5534 m/s	0.2614	0.261	197	0.8317	544	hamster
5	-112 m/(s^2)	0.5898 N	golf	Computational Media	132	171	502	666 m^2	0.6155 m/s	0.4148	-0.1497	994	0.718	370	hamster
4	553 m/(s^2)	0.5507 N	ice hockey	Technology and Information Management	919	850	622	284 m^2	0.5247 m/s	0.18	0.2143	0	0.9231	652	hamster
2	723 m/(s^2)	0.0045 N	golf	Games and Playable Media	543	735	926	96 m^2	-0.0717 m/s	0.3978	0.6108	658	0.0339	779	guinea pig
3	770 m/(s^2)	0.3468 N	tennis	Natural Language Processing, Electrical Engineering	792	517	7	780 m^2	0.5448 m/s	0.8663	0.8733	926	0.2674	877	chicken
4	753 m/(s^2)	1.0471 N	ice hockey	Robotics Engineering, Computational Media	868	679	825	350 m^2	0.2818 m/s	0.2631	0.187	-72	0.8065	532	hamster
4	771 m/(s^2)	0.9373 N	boxing	Technology and Information Management	962	814	905	523 m^2	0.3905 m/s	0.4008	0.1589	-105	0.8588	348	hamster
5	-29 m/(s^2)	0.418 N	golf	Computer Science, Robotics Engineering	221	244	133	886 m^2	0.8112 m/s	0.4618	0.0463	1013	0.4081	429	pig
1	437 m/(s^2)	0.147 N	ice hockey	Computer Game Design	152	-54	373	832 m^2	0.395 m/s	0.8187	0.5973	712	0.5495	116	fish
0	417 m/(s^2)	0.8001 N	boxing	Games and Playable Media, Biotechnology	189	1151	890	-136 m^2	1.0298 m/s	1.0804	0.7162	229	0.1897	2	rabbit
4	720 m/(s^2)	0.8185 N	ice hockey	Technology and Information Management	1033	602	468	499 m^2	0.4227 m/s	0.4476	0.0959	-38	0.7066	401	hamster
3	892 m/(s^2)	0.1818 N	motor sports	Applied Mathematics	755	409	128	407 m^2	0.5381 m/s	0.7633	0.9767	887	0.3254	860	dog
5	92 m/(s^2)	0.3426 N	running	Computational Media	258	75	384	660 m^2	0.5816 m/s	0.5505	0.1591	883	0.2808	317	ferret
3	1263 m/(s^2)	0.118 N	motor sports	Applied Mathematics, Electrical Engineering, Natural Language Processing	958	416	118	651 m^2	0.8066 m/s	0.8288	0.7792	750	0.2238	864	chicken
5	-7 m/(s^2)	0.3974 N	football	cOMPUTER sCIENCE, rOBOTICS eNGINEERING	122	-47	613	571 m^2	0.7909 m/s	0.6524	0.0169	995	0.5015	500	guinea pig
2	708 m/(s^2)	0.0148 N	soccer	Biotechnology	451	501	823	247 m^2	0.2526 m/s	0.598	0.5698	434	-0.0755	891	reptile
5	208 m/(s^2)	0.4933 N	football	Computational Media, Robotics Engineering	205	126	355	597 m^2	0.7778 m/s	0.5998	-0.0748	893	0.41	369	pig
0	300 m/(s^2)	0.713 N	boxing	Statistics	202	1056	816	223 m^2	0.7992 m/s	0.6775	0.6893	221	0.2168	84	rabbit
5	-151 m/(s^2)	0.5916 N	football	Computational Media	176	129	424	619 m^2	0.692 m/s	0.4225	0.1338	1132	0.5613	518	ferret
1	585 m/(s^2)	0.2191 N	tennis	Computer Engineering, Natural Language Processing	165	408	324	943 m^2	0.272 m/s	0.8172	0.8564	581	0.584	336	bird
5	157 m/(s^2)	0.3698 N	football	Robotics Engineering, Computational Media	429	162	352	443 m^2	0.6272 m/s	0.3074	0.0286	1111	0.4794	65	ferret
6	296 m/(s^2)	0.5901 N	golf	Data Science	732	465	443	701 m^2	0.2782 m/s	-0.1097	0.256	356	1.0317	562	n/a
3	724 m/(s^2)	0.4059 N	motor sports	Computer Engineering, Electrical Engineering, Applied Mathematics	n/a	510	68	633 m^2	0.3653 m/s	0.9531	0.8379	745	0.3019	1086	chicken
4	529 m/(s^2)	0.8826 N	tennis	Data Science	1038	578	773	422 m^2	0.4606 m/s	0.3649	0.1148	264	0.7296	642	hamster
2	513 m/(s^2)	-0.01 N	soccer	Bioengineering	536	536	1047	227 m^2	0.1294 m/s	0.3619	0.508	459	-0.2353	804	reptile
3	1075 m/(s^2)	0.3559 N	boxing	Computer Engineering	794	429	303	460 m^2	0.5542 m/s	0.7731	0.7645	530	0.3421	851	chicken
5	-31 m/(s^2)	0.3468 N	running	Computational Media	193	309	174	667 m^2	0.7933 m/s	0.2907	-0.1656	949	0.6759	270	pig
2	725 m/(s^2)	-0.0926 N	soccer	Biotechnology	490	628	890	196 m^2	0.3363 m/s	0.2815	0.439	583	0.2362	851	reptile
6	289 m/(s^2)	0.7437 N	golf	Data Science	624	677	399	860 m^2	0.1825 m/s	-0.037	0.1965	343	1.3834	1010	guinea pig
0	366 m/(s^2)	0.9004 N	boxing	Computational Media	374	883	788	-56 m^2	0.755 m/s	0.6317	0.8981	108	0.3226	-20	rabbit
2	720 m/(s^2)	-0.0641 N	soccer	Human Computer Interaction	567	702	1073	299 m^2	0.164 m/s	0.1777	0.3604	482	-0.0021	1084	cat
3	1056 m/(s^2)	0.2426 N	motor sports	Computer Engineering, Applied Mathematics, Electrical Engineering	675	630	325	582 m^2	0.5518 m/s	0.9885	1.0136	794	0.2477	809	dog
6	211 m/(s^2)	0.6073 N	golf	Data Science	914	394	819	728 m^2	0.159 m/s	0.1845	0.2968	382	1.0987	721	pig
5	89 m/(s^2)	0.5941 N	Running	Computational Media, Robotics Engineering	65	150	69	470 m^2	0.5023 m/s	0.4146	0.1178	1088	0.4335	363	ferret
5	-158 m/(s^2)	0.4661 N	running	Computer Science, Computational Media	31	103	274	564 m^2	0.6091 m/s	0.5513	-0.0286	818	0.4602	338	ferret
3	1038 m/(s^2)	0.2746 N	running	Computer Science	807	551	57	648 m^2	0.6202 m/s	0.841	1.0223	743	0.1326	841	dog
1	586 m/(s^2)	0.3163 N	boxing	Bioinformatics	-18	337	293	914 m^2	0.4628 m/s	0.654	0.6429	974	0.5788	318	bird
6	191 m/(s^2)	0.7765 N	golf	Data Science	561	431	65	788 m^2	0.1202 m/s	0.1506	0.2217	503	0.8971	780	guinea pig
4	541 m/(s^2)	0.7625 N	boxing	Technology and Information Management	968	565	254	312 m^2	0.4513 m/s	0.1823	0.1869	-49	0.5987	348	hamster
3	1008 m/(s^2)	0.4583 N	boxing	Computer Engineering, Natural Language Processing	807	341	66	584 m^2	0.6348 m/s	1.1184	0.6837	641	0.1153	1040	chicken
4	753 m/(s^2)	0.7242 N	ice hockey	Technology and Information Management	783	436	618	380 m^2	0.4716 m/s	0.2412	0.2971	39	0.6304	481	hamster
6	224 m/(s^2)	0.5169 N	soccer	Data Science	858	538	450	914 m^2	0.2258 m/s	-0.013	0.1496	324	0.9258	730	guinea pig
1	322 m/(s^2)	0.2205 N	volleyball	Bioinformatics	26	292	-86	854 m^2	0.3133 m/s	0.6365	0.7283	710	0.9557	250	fish
5	10 m/(s^2)	0.3933 N	running	Robotics Engineering, Computer Science	101	182	519	448 m^2	0.5675 m/s	0.3877	0.1204		0.4993	539	ferret
4	717 m/(s^2)	0.8737 N	RUNNING	Technology and Information Management	898	679	650	347 m^2	0.3254 m/s	0.3325	0.2483	98	0.5233	?	hamster
1	480 m/(s^2)	0.163 N	football	Computer Game Design	-72	246	213	?	0.4698 m/s	0.6738	NULL	630	0.6731	208	rat
2	571 m/(s^2)	-0.0296 N	soccer	Biotechnology	599	779	1055	214 m^2	0.0979 m/s	0.313	0.4693	487	0.0457	920	reptile
6	181 m/(s^2)	0.5728 N	golf	Technology and Information Management	453	395	319	681 m^2	0.0928 m/s	-0.0512	0.164	309	0.9954	749	guinea pig
6	327 m/(s^2)	0.5521 N	golf	Data Science	552	318	492	735 m^2	0.1847 m/s	0.0154	0.4156	398	0.8495	395	guinea pig
1	332 m/(s^2)	0.3593 N	running	Bioinformatics	-86	-102	383	1255 m^2	0.2828 m/s	0.626	0.543	331	0.6816	318	bird
4	782 m/(s^2)	0.5824 N	ice hockey	Technology and Information Management	888	779	731	328 m^2	0.3969 m/s	0.4602	0.0531	144	0.7732	756	hamster
5	33 m/(s^2)	0.6303 N	football	Bioinformatics	N/A	136	309	526 m^2	0.9164 m/s	0.5147	-0.077	1020	0.386	151	ferret
6	149 m/(s^2)	0.6197 N	running	Data Science	720	556	613	709 m^2	0.1199 m/s	0.0509	0.2383	509	0.7595	667	guinea pig
